Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-09 00:00:00+01:00,186.68299865722656,186.72000122070312,186.64300537109375,186.70199584960938,186.70199584960938,0
2024-09-09 00:01:00+01:00,186.6959991455078,186.6999969482422,186.6300048828125,186.63699340820312,186.63699340820312,0
2024-09-09 00:02:00+01:00,186.64500427246094,186.71099853515625,186.63600158691406,186.68800354003906,186.68800354003906,0
2024-09-09 00:03:00+01:00,186.6840057373047,186.77200317382812,186.67599487304688,186.77200317382812,186.77200317382812,0
2024-09-09 00:04:00+01:00,186.77000427246094,186.83900451660156,186.7429962158203,186.8260040283203,186.8260040283203,0
2024-09-09 00:05:00+01:00,186.8260040283203,186.875,186.81399536132812,186.86500549316406,186.86500549316406,0
2024-09-09 00:06:00+01:00,186.86900329589844,186.94700622558594,186.85899353027344,186.91600036621094,186.91600036621094,0
2024-09-09 00:07:00+01:00,186.91299438476562,186.9459991455078,186.9080047607422,186.9239959716797,186.9239959716797,0
2024-09-09 00:08:00+01:00,186.9320068359375,186.93899536132812,186.875,186.8979949951172,186.8979949951172,0
2024-09-09 00:09:00+01:00,186.89599609375,186.90699768066406,186.82899475097656,186.8459930419922,186.8459930419922,0
2024-09-09 00:10:00+01:00,186.8350067138672,186.87899780273438,186.8300018310547,186.8719940185547,186.8719940185547,0
2024-09-09 00:11:00+01:00,186.87600708007812,186.8990020751953,186.8470001220703,186.86099243164062,186.86099243164062,0
2024-09-09 00:12:00+01:00,186.86099243164062,186.906005859375,186.84800720214844,186.89300537109375,186.89300537109375,0
2024-09-09 00:13:00+01:00,186.88600158691406,186.94700622558594,186.88600158691406,186.91299438476562,186.91299438476562,0
2024-09-09 00:14:00+01:00,186.91200256347656,186.92799377441406,186.85800170898438,186.86099243164062,186.86099243164062,0
2024-09-09 00:15:00+01:00,186.86599731445312,186.89999389648438,186.84500122070312,186.88699340820312,186.88699340820312,0
2024-09-09 00:16:00+01:00,186.88699340820312,186.91099548339844,186.8730010986328,186.9040069580078,186.9040069580078,0
2024-09-09 00:17:00+01:00,186.89999389648438,186.90899658203125,186.86099243164062,186.87399291992188,186.87399291992188,0
2024-09-09 00:18:00+01:00,186.87399291992188,186.9080047607422,186.85699462890625,186.9080047607422,186.9080047607422,0
2024-09-09 00:19:00+01:00,186.89700317382812,186.91000366210938,186.85400390625,186.8990020751953,186.8990020751953,0
2024-09-09 00:20:00+01:00,186.89300537109375,186.93899536132812,186.8780059814453,186.91000366210938,186.91000366210938,0
2024-09-09 00:21:00+01:00,186.91000366210938,186.92100524902344,186.88499450683594,186.91600036621094,186.91600036621094,0
2024-09-09 00:22:00+01:00,186.9029998779297,186.9550018310547,186.90199279785156,186.94200134277344,186.94200134277344,0
2024-09-09 00:23:00+01:00,186.95399475097656,187.02699279785156,186.93899536132812,187.01800537109375,187.01800537109375,0
2024-09-09 00:24:00+01:00,187.00999450683594,187.02999877929688,186.97799682617188,187.00399780273438,187.00399780273438,0
2024-09-09 00:25:00+01:00,187.0,187.08599853515625,186.97799682617188,187.02200317382812,187.02200317382812,0
2024-09-09 00:26:00+01:00,187.02200317382812,187.03599548339844,186.98199462890625,187.0240020751953,187.0240020751953,0
2024-09-09 00:27:00+01:00,187.02200317382812,187.05599975585938,187.0050048828125,187.01300048828125,187.01300048828125,0
2024-09-09 00:28:00+01:00,187.01199340820312,187.03900146484375,186.9759979248047,186.97799682617188,186.97799682617188,0
2024-09-09 00:29:00+01:00,186.97500610351562,187.02200317382812,186.96800231933594,186.98399353027344,186.98399353027344,0
2024-09-09 00:30:00+01:00,186.98500061035156,186.99400329589844,186.9550018310547,186.98500061035156,186.98500061035156,0
2024-09-09 00:31:00+01:00,186.9759979248047,186.9980010986328,186.95199584960938,186.9669952392578,186.9669952392578,0
2024-09-09 00:32:00+01:00,186.9759979248047,186.9770050048828,186.93499755859375,186.9530029296875,186.9530029296875,0
2024-09-09 00:33:00+01:00,186.95399475097656,186.9600067138672,186.91099548339844,186.94900512695312,186.94900512695312,0
2024-09-09 00:34:00+01:00,186.9459991455078,186.97300720214844,186.927001953125,186.94900512695312,186.94900512695312,0
2024-09-09 00:35:00+01:00,186.94200134277344,186.97500610351562,186.9340057373047,186.9669952392578,186.9669952392578,0
2024-09-09 00:36:00+01:00,186.96600341796875,187.03399658203125,186.95399475097656,187.0240020751953,187.0240020751953,0
2024-09-09 00:37:00+01:00,187.02499389648438,187.031005859375,186.96200561523438,186.98300170898438,186.98300170898438,0
2024-09-09 00:38:00+01:00,186.98300170898438,187.0240020751953,186.97500610351562,187.02000427246094,187.02000427246094,0
2024-09-09 00:39:00+01:00,187.02200317382812,187.03799438476562,186.9929962158203,187.031005859375,187.031005859375,0
2024-09-09 00:40:00+01:00,187.03199768066406,187.0540008544922,186.9969940185547,187.04800415039062,187.04800415039062,0
2024-09-09 00:41:00+01:00,187.0489959716797,187.1020050048828,187.03799438476562,187.09500122070312,187.09500122070312,0
2024-09-09 00:42:00+01:00,187.0919952392578,187.1179962158203,187.08399963378906,187.11000061035156,187.11000061035156,0
2024-09-09 00:43:00+01:00,187.11099243164062,187.1199951171875,187.05799865722656,187.072998046875,187.072998046875,0
2024-09-09 00:44:00+01:00,187.07899475097656,187.0850067138672,187.00599670410156,187.0469970703125,187.0469970703125,0
2024-09-09 00:45:00+01:00,187.0590057373047,187.06199645996094,186.94500732421875,186.95799255371094,186.95799255371094,0
2024-09-09 00:46:00+01:00,186.95599365234375,186.97000122070312,186.90699768066406,186.947998046875,186.947998046875,0
2024-09-09 00:47:00+01:00,186.94700622558594,187.01600646972656,186.93499755859375,186.9770050048828,186.9770050048828,0
