Datetime,Open,High,Low,Close,Adj Close,Volume
2023-09-13 08:00:00+01:00,1.1586999893188477,1.1605700254440308,1.1585999727249146,1.1603699922561646,1.1603699922561646,0
2023-09-13 09:00:00+01:00,1.160099983215332,1.1622600555419922,1.160099983215332,1.1622600555419922,1.1622600555419922,0
2023-09-13 10:00:00+01:00,1.1618000268936157,1.1626100540161133,1.1611000299453735,1.1614999771118164,1.1614999771118164,0
2023-09-13 11:00:00+01:00,1.1611000299453735,1.1619900465011597,1.1603000164031982,1.1619900465011597,1.1619900465011597,0
2023-09-13 12:00:00+01:00,1.1614999771118164,1.162310004234314,1.1611000299453735,1.161679983139038,1.161679983139038,0
2023-09-13 13:00:00+01:00,1.1612000465393066,1.1620899438858032,1.1605000495910645,1.1616499423980713,1.1616499423980713,0
2023-09-13 14:00:00+01:00,1.1616599559783936,1.1636199951171875,1.1607999801635742,1.1634999513626099,1.1634999513626099,0
2023-09-13 15:00:00+01:00,1.1633000373840332,1.1638000011444092,1.1627000570297241,1.1632200479507446,1.1632200479507446,0
2023-09-13 16:00:00+01:00,1.1627999544143677,1.1633700132369995,1.1624000072479248,1.1630699634552002,1.1630699634552002,0
2023-09-13 17:00:00+01:00,1.1627000570297241,1.1633199453353882,1.162500023841858,1.1632100343704224,1.1632100343704224,0
2023-09-13 18:00:00+01:00,1.1627999544143677,1.1639399528503418,1.1627999544143677,1.1635199785232544,1.1635199785232544,0
2023-09-13 19:00:00+01:00,1.163100004196167,1.1637400388717651,1.1627999544143677,1.1634700298309326,1.1634700298309326,0
2023-09-13 20:00:00+01:00,1.1634999513626099,1.1636699438095093,1.1628999710083008,1.1636199951171875,1.1636199951171875,0
2023-09-13 21:00:00+01:00,1.1635299921035767,1.1640000343322754,1.163100004196167,1.163930058479309,1.163930058479309,0
2023-09-13 22:00:00+01:00,1.1634999513626099,1.1636199951171875,1.163100004196167,1.1635099649429321,1.1635099649429321,0
2023-09-13 23:00:00+01:00,1.1634299755096436,1.1637500524520874,1.163100004196167,1.163640022277832,1.163640022277832,0
2023-09-14 00:00:00+01:00,1.1633000373840332,1.1637799739837646,1.163100004196167,1.1635600328445435,1.1635600328445435,0
2023-09-14 01:00:00+01:00,1.1632000207901,1.1639699935913086,1.1628999710083008,1.1639699935913086,1.1639699935913086,0
2023-09-14 02:00:00+01:00,1.163599967956543,1.164039969444275,1.1629999876022339,1.163599967956543,1.163599967956543,0
2023-09-14 03:00:00+01:00,1.163100004196167,1.1635899543762207,1.1627000570297241,1.163100004196167,1.163100004196167,0
2023-09-14 04:00:00+01:00,1.162600040435791,1.1631200313568115,1.1622999906539917,1.1630699634552002,1.1630699634552002,0
2023-09-14 05:00:00+01:00,1.162600040435791,1.1632200479507446,1.162500023841858,1.163159966468811,1.163159966468811,0
2023-09-14 06:00:00+01:00,1.1627000570297241,1.1632200479507446,1.1621999740600586,1.1628700494766235,1.1628700494766235,0
2023-09-14 07:00:00+01:00,1.1624000072479248,1.163140058517456,1.1619000434875488,1.1628299951553345,1.1628299951553345,0
2023-09-14 08:00:00+01:00,1.1624000072479248,1.1632200479507446,1.1618000268936157,1.1632000207901,1.1632000207901,0
2023-09-14 09:00:00+01:00,1.1627999544143677,1.1635899543762207,1.1621999740600586,1.1632299423217773,1.1632299423217773,0
2023-09-14 10:00:00+01:00,1.1627999544143677,1.163290023803711,1.1619000434875488,1.162660002708435,1.162660002708435,0
2023-09-14 11:00:00+01:00,1.1621999740600586,1.1625699996948242,1.160599946975708,1.160889983177185,1.160889983177185,0
2023-09-14 12:00:00+01:00,1.1604000329971313,1.162850022315979,1.1604000329971313,1.1626399755477905,1.1626399755477905,0
2023-09-14 13:00:00+01:00,1.1621999740600586,1.1653599739074707,1.1617399454116821,1.1650400161743164,1.1650400161743164,0
2023-09-14 14:00:00+01:00,1.1647000312805176,1.1655100584030151,1.164199948310852,1.164720058441162,1.164720058441162,0
2023-09-14 15:00:00+01:00,1.1642999649047852,1.164870023727417,1.1632000207901,1.164139986038208,1.164139986038208,0
2023-09-14 16:00:00+01:00,1.1642299890518188,1.1645599603652954,1.163100004196167,1.1639699935913086,1.1639699935913086,0
2023-09-14 17:00:00+01:00,1.1640299558639526,1.1659499406814575,1.163699984550476,1.165809988975525,1.165809988975525,0
2023-09-14 18:00:00+01:00,1.1653000116348267,1.1663199663162231,1.1648999452590942,1.1658999919891357,1.1658999919891357,0
2023-09-14 19:00:00+01:00,1.1654000282287598,1.1661700010299683,1.1653000116348267,1.1661299467086792,1.1661299467086792,0
2023-09-14 20:00:00+01:00,1.1656999588012695,1.1663700342178345,1.1651999950408936,1.1656500101089478,1.1656500101089478,0
2023-09-14 21:00:00+01:00,1.1651999950408936,1.1660900115966797,1.1649999618530273,1.16566002368927,1.16566002368927,0
2023-09-14 22:00:00+01:00,1.1655000448226929,1.1657700538635254,1.1651999950408936,1.1655299663543701,1.1655299663543701,0
2023-09-14 23:00:00+01:00,1.1655000448226929,1.1662499904632568,1.1653000116348267,1.165869951248169,1.165869951248169,0
2023-09-15 00:00:00+01:00,1.1654000282287598,1.1661299467086792,1.1654000282287598,1.1659200191497803,1.1659200191497803,0
2023-09-15 01:00:00+01:00,1.1655000448226929,1.1661700010299683,1.1654000282287598,1.166159987449646,1.166159987449646,0
2023-09-15 02:00:00+01:00,1.1661800146102905,1.166640043258667,1.1656999588012695,1.1665199995040894,1.1665199995040894,0
2023-09-15 03:00:00+01:00,1.166200041770935,1.1668599843978882,1.1658999919891357,1.1667300462722778,1.1667300462722778,0
2023-09-15 04:00:00+01:00,1.1663999557495117,1.1667699813842773,1.1660000085830688,1.1665199995040894,1.1665199995040894,0
2023-09-15 05:00:00+01:00,1.166200041770935,1.1668100357055664,1.166100025177002,1.1665199995040894,1.1665199995040894,0
2023-09-15 06:00:00+01:00,1.166100025177002,1.166659951210022,1.1657999753952026,1.1662100553512573,1.1662100553512573,0
2023-09-15 07:00:00+01:00,1.1657999753952026,1.1662299633026123,1.1648000478744507,1.165619969367981,1.165619969367981,0
2023-09-15 08:00:00+01:00,1.1650999784469604,1.1664299964904785,1.1648999452590942,1.166059970855713,1.166059970855713,0
2023-09-15 09:00:00+01:00,1.1656999588012695,1.166599988937378,1.1653000116348267,1.166260004043579,1.166260004043579,0
2023-09-15 10:00:00+01:00,1.1657999753952026,1.1663800477981567,1.1653000116348267,1.1657099723815918,1.1657099723815918,0
2023-09-15 11:00:00+01:00,1.1653000116348267,1.1655999422073364,1.1640000343322754,1.1648000478744507,1.1648000478744507,0
2023-09-15 12:00:00+01:00,1.1643999814987183,1.1650099754333496,1.1633000373840332,1.1642999649047852,1.1642999649047852,0
2023-09-15 13:00:00+01:00,1.1643799543380737,1.1645499467849731,1.1628999710083008,1.1633599996566772,1.1633599996566772,0
2023-09-15 14:00:00+01:00,1.1632699966430664,1.1635799407958984,1.162500023841858,1.162619948387146,1.162619948387146,0
2023-09-15 15:00:00+01:00,1.1620999574661255,1.1631499528884888,1.1613999605178833,1.1621500253677368,1.1621500253677368,0
2023-09-15 16:00:00+01:00,1.1617000102996826,1.162269949913025,1.1605000495910645,1.1607600450515747,1.1607600450515747,0
