,Open,High,Low,Close,Volume,Datetime
2024-02-01 04:00:00,185.7957,185.7957,184.7895,185.1183,9078,2024-02-01 04:00:00
2024-02-01 04:15:00,185.1382,185.1781,185.0187,185.0685,3219,2024-02-01 04:15:00
2024-02-01 04:30:00,185.0685,185.0984,184.6999,184.8393,8354,2024-02-01 04:30:00
2024-02-01 04:45:00,184.8194,184.8991,184.7895,184.7895,5045,2024-02-01 04:45:00
2024-02-01 05:00:00,184.7895,184.7995,184.6002,184.6999,11062,2024-02-01 05:00:00
2024-02-01 05:15:00,184.6501,184.6999,184.6202,184.6401,3050,2024-02-01 05:15:00
2024-02-01 05:30:00,184.6401,184.6999,184.6202,184.6999,6615,2024-02-01 05:30:00
2024-02-01 05:45:00,184.6999,184.9987,184.6999,184.9987,13024,2024-02-01 05:45:00
2024-02-01 06:00:00,184.9888,185.0286,184.6999,184.7596,5059,2024-02-01 06:00:00
2024-02-01 06:15:00,184.7497,184.7796,184.3711,184.4807,9316,2024-02-01 06:15:00
2024-02-01 06:30:00,184.4209,184.5903,184.3612,184.4907,6269,2024-02-01 06:30:00
2024-02-01 06:45:00,184.5604,185.1781,184.4907,184.9290,27355,2024-02-01 06:45:00
2024-02-01 07:00:00,184.9290,184.9589,184.7298,184.9091,18186,2024-02-01 07:00:00
2024-02-01 07:15:00,184.8792,185.1482,184.7596,184.9290,25672,2024-02-01 07:15:00
2024-02-01 07:30:00,184.9589,185.0585,184.7995,185.0585,10631,2024-02-01 07:30:00
2024-02-01 07:45:00,184.9689,185.1183,184.9589,184.9987,12347,2024-02-01 07:45:00
2024-02-01 08:00:00,184.7796,185.3873,183.7036,184.8294,924337,2024-02-01 08:00:00
2024-02-01 08:15:00,184.8991,184.8991,184.6002,184.8344,30302,2024-02-01 08:15:00
2024-02-01 08:30:00,184.8493,185.2179,184.8194,184.8692,74337,2024-02-01 08:30:00
2024-02-01 08:45:00,184.8692,186.2839,184.4309,184.6098,52496,2024-02-01 08:45:00
2024-02-01 09:00:00,184.6002,184.9888,184.5504,184.8095,66009,2024-02-01 09:00:00
2024-02-01 09:15:00,184.8792,184.8792,183.1856,183.4048,280438,2024-02-01 09:15:00
