,Open,High,Low,Close,Volume,Datetime
2024-04-01 04:00:00,171.5882,171.5882,170.9697,171.2490,9825,2024-04-01 04:00:00
2024-04-01 04:15:00,171.2490,171.3588,171.2490,171.2790,4038,2024-04-01 04:15:00
2024-04-01 04:30:00,171.3189,171.3189,171.2191,171.2889,5110,2024-04-01 04:30:00
2024-04-01 04:45:00,171.2490,171.3588,171.1692,171.2790,5755,2024-04-01 04:45:00
2024-04-01 05:00:00,171.2690,171.4685,171.2690,171.4186,6445,2024-04-01 05:00:00
2024-04-01 05:15:00,171.4286,171.4685,171.4086,171.4286,3947,2024-04-01 05:15:00
2024-04-01 05:30:00,171.4286,171.4685,171.2889,171.3887,2894,2024-04-01 05:30:00
2024-04-01 05:45:00,171.3987,171.3987,171.3189,171.3887,1363,2024-04-01 05:45:00
2024-04-01 06:00:00,171.3687,171.4585,171.3687,171.4286,1554,2024-04-01 06:00:00
2024-04-01 06:15:00,171.4286,171.4286,171.2790,171.3189,3100,2024-04-01 06:15:00
2024-04-01 06:30:00,171.2989,171.3089,171.0994,171.1892,4479,2024-04-01 06:30:00
2024-04-01 06:45:00,171.2291,171.3288,171.0695,171.1692,3089,2024-04-01 06:45:00
2024-04-01 07:00:00,171.1094,171.2490,170.9697,170.9997,23650,2024-04-01 07:00:00
2024-04-01 07:15:00,170.9997,171.1094,170.9697,171.0196,6989,2024-04-01 07:15:00
2024-04-01 07:30:00,171.0096,171.1094,170.9398,171.0894,10428,2024-04-01 07:30:00
2024-04-01 07:45:00,171.0894,171.2291,171.0795,171.1692,5416,2024-04-01 07:45:00
2024-04-01 08:00:00,171.0994,171.5682,170.9298,171.0944,83556,2024-04-01 08:00:00
2024-04-01 08:15:00,171.0944,171.2191,170.9697,171.0196,15109,2024-04-01 08:15:00
2024-04-01 08:30:00,171.0096,171.2191,170.9298,171.0719,25514,2024-04-01 08:30:00
2024-04-01 08:45:00,171.1593,175.6230,170.6555,171.0495,19156,2024-04-01 08:45:00
2024-04-01 09:00:00,171.0695,171.0695,170.8700,170.8949,26425,2024-04-01 09:00:00
2024-04-01 09:15:00,170.8949,172.3762,170.3114,170.6605,117929,2024-04-01 09:15:00
2024-04-01 09:30:00,170.7603,170.8201,169.8027,169.9324,4109277,2024-04-01 09:30:00
2024-04-01 09:45:00,169.9423,170.0670,169.6231,169.7079,2704500,2024-04-01 09:45:00
2024-04-01 10:00:00,169.7079,170.0242,169.5832,169.6133,2259792,2024-04-01 10:00:00
2024-04-01 10:15:00,169.6181,169.7628,169.4087,169.6629,2557567,2024-04-01 10:15:00
2024-04-01 10:30:00,169.6531,169.7329,169.3937,169.5982,1425883,2024-04-01 10:30:00
2024-04-01 10:45:00,169.5882,169.6580,169.4236,169.4536,1216454,2024-04-01 10:45:00
2024-04-01 11:00:00,169.4585,169.4585,169.1192,169.1743,1537915,2024-04-01 11:00:00
2024-04-01 11:15:00,169.1792,169.4635,169.0496,169.4186,1376755,2024-04-01 11:15:00
2024-04-01 11:30:00,169.4137,169.6531,169.3837,169.5463,1629490,2024-04-01 11:30:00
2024-04-01 11:45:00,169.5483,169.6331,169.1792,169.2173,1014053,2024-04-01 11:45:00
2024-04-01 12:00:00,169.2241,169.5733,169.1546,169.5234,961662,2024-04-01 12:00:00
2024-04-01 12:15:00,169.5184,169.5733,169.3738,169.4685,729614,2024-04-01 12:15:00
2024-04-01 12:30:00,169.4685,169.5683,169.4037,169.4486,721846,2024-04-01 12:30:00
2024-04-01 12:45:00,169.4436,169.4785,169.3738,169.4087,549786,2024-04-01 12:45:00
2024-04-01 13:00:00,169.4087,169.5433,169.3339,169.4735,807416,2024-04-01 13:00:00
2024-04-01 13:15:00,169.4735,169.5932,169.3538,169.4892,777849,2024-04-01 13:15:00
2024-04-01 13:30:00,169.4885,169.6630,169.4536,169.6281,780991,2024-04-01 13:30:00
2024-04-01 13:45:00,169.6234,169.6531,169.5134,169.5701,638440,2024-04-01 13:45:00
2024-04-01 14:00:00,169.5683,169.6431,169.5034,169.5335,635374,2024-04-01 14:00:00
2024-04-01 14:15:00,169.5334,169.6531,169.5234,169.5683,551246,2024-04-01 14:15:00
2024-04-01 14:30:00,169.5633,169.6331,169.5034,169.5733,717133,2024-04-01 14:30:00
2024-04-01 14:45:00,169.5733,169.6231,169.4336,169.5832,866428,2024-04-01 14:45:00
2024-04-01 15:00:00,169.5882,169.8127,169.5134,169.5533,1204170,2024-04-01 15:00:00
2024-04-01 15:15:00,169.5633,169.5932,169.4236,169.5084,938172,2024-04-01 15:15:00
2024-04-01 15:30:00,169.5084,169.5832,169.4785,169.5733,1193609,2024-04-01 15:30:00
2024-04-01 15:45:00,169.5733,169.7129,169.4436,169.5832,4591892,2024-04-01 15:45:00
2024-04-01 16:00:00,169.5733,169.6231,169.4735,169.5034,12083155,2024-04-01 16:00:00
2024-04-01 16:15:00,169.4984,169.6032,169.3538,169.3738,27877,2024-04-01 16:15:00
2024-04-01 16:30:00,169.3738,169.6032,169.3538,169.4536,57154,2024-04-01 16:30:00
2024-04-01 16:45:00,169.4536,169.6032,169.3937,169.4486,1485268,2024-04-01 16:45:00
2024-04-01 17:00:00,169.4635,178.6861,159.5172,169.4137,21192,2024-04-01 17:00:00
2024-04-01 17:15:00,169.4137,174.6773,161.1915,169.3538,12737,2024-04-01 17:15:00
2024-04-01 17:30:00,169.6032,169.6032,169.3339,169.3923,758844,2024-04-01 17:30:00
2024-04-01 17:45:00,169.3837,169.5084,169.3438,169.3937,9420,2024-04-01 17:45:00
2024-04-01 18:00:00,169.4087,169.4236,169.2640,169.2940,25325,2024-04-01 18:00:00
2024-04-01 18:15:00,169.2840,169.3638,169.2142,169.2142,12431,2024-04-01 18:15:00
