,Open,High,Low,Close,Volume,Datetime
2024-03-01 04:00:00,180.1466,180.8648,180.1466,180.7451,12878,2024-03-01 04:00:00
2024-03-01 04:15:00,180.7052,180.7451,180.1666,180.2464,7270,2024-03-01 04:15:00
2024-03-01 04:30:00,180.2464,180.4259,180.1865,180.4259,3937,2024-03-01 04:30:00
2024-03-01 04:45:00,180.4259,180.4259,180.3262,180.3362,3006,2024-03-01 04:45:00
2024-03-01 05:00:00,180.3362,180.3362,178.3312,178.8200,74753,2024-03-01 05:00:00
2024-03-01 05:15:00,178.8499,179.3187,178.2015,178.5706,104383,2024-03-01 05:15:00
2024-03-01 05:30:00,178.6305,178.9896,178.5706,178.6105,21739,2024-03-01 05:30:00
2024-03-01 05:45:00,178.6205,178.8200,178.4010,178.4409,21223,2024-03-01 05:45:00
2024-03-01 06:00:00,178.4310,178.4509,178.2614,178.4010,30358,2024-03-01 06:00:00
2024-03-01 06:15:00,178.4010,178.7402,178.4010,178.4808,39735,2024-03-01 06:15:00
2024-03-01 06:30:00,178.4808,178.6504,178.4709,178.5806,12867,2024-03-01 06:30:00
2024-03-01 06:45:00,178.5806,178.9995,178.5606,178.6903,44615,2024-03-01 06:45:00
2024-03-01 07:00:00,178.7202,179.0195,178.6903,178.9896,67463,2024-03-01 07:00:00
2024-03-01 07:15:00,178.9696,179.4783,178.8798,179.3985,106095,2024-03-01 07:15:00
2024-03-01 07:30:00,179.3985,179.4484,179.0993,179.2489,32426,2024-03-01 07:30:00
2024-03-01 07:45:00,179.2788,179.6679,179.2788,179.6180,52155,2024-03-01 07:45:00
2024-03-01 08:00:00,178.8399,180.8549,178.2742,179.6579,126578,2024-03-01 08:00:00
2024-03-01 08:15:00,179.6579,179.6878,179.1758,179.3387,100862,2024-03-01 08:15:00
2024-03-01 08:30:00,179.3387,179.3886,179.0594,179.1975,60634,2024-03-01 08:30:00
2024-03-01 08:45:00,179.1392,179.3387,179.0594,179.1492,58448,2024-03-01 08:45:00
2024-03-01 09:00:00,179.1492,179.1990,179.0694,179.1292,74233,2024-03-01 09:00:00
2024-03-01 09:15:00,179.1492,181.5332,178.7202,179.1292,160226,2024-03-01 09:15:00
2024-03-01 09:30:00,179.0993,180.0768,179.0793,179.6080,4800281,2024-03-01 09:30:00
2024-03-01 09:45:00,179.5980,179.7676,178.6105,178.7950,4195324,2024-03-01 09:45:00
2024-03-01 10:00:00,178.7901,179.9471,178.3611,178.4804,3662160,2024-03-01 10:00:00
2024-03-01 10:15:00,178.4759,178.7999,177.8484,177.8609,4819425,2024-03-01 10:15:00
2024-03-01 10:30:00,177.8624,178.0220,177.3936,177.7826,3933543,2024-03-01 10:30:00
2024-03-01 10:45:00,177.7776,177.9322,177.2240,177.8474,3238244,2024-03-01 10:45:00
2024-03-01 11:00:00,177.8474,178.0220,177.5631,177.6040,2506464,2024-03-01 11:00:00
2024-03-01 11:15:00,177.6130,177.9971,177.4833,177.7826,1926598,2024-03-01 11:15:00
2024-03-01 11:30:00,177.7826,177.8025,177.3237,177.3736,1858048,2024-03-01 11:30:00
2024-03-01 11:45:00,177.3778,177.6230,177.2739,177.4883,1952571,2024-03-01 11:45:00
2024-03-01 12:00:00,177.4883,177.4883,176.9347,177.1841,2555599,2024-03-01 12:00:00
2024-03-01 12:15:00,177.1791,177.6230,177.1243,177.5931,1808057,2024-03-01 12:15:00
2024-03-01 12:30:00,177.5953,178.6205,177.5033,177.7773,1652614,2024-03-01 12:30:00
2024-03-01 12:45:00,177.7686,178.2115,177.6729,178.0759,1973073,2024-03-01 12:45:00
2024-03-01 13:00:00,178.0818,178.3312,177.8823,178.3063,1490727,2024-03-01 13:00:00
2024-03-01 13:15:00,178.3113,178.3512,177.9322,178.2515,1780017,2024-03-01 13:15:00
2024-03-01 13:30:00,178.2564,178.9397,178.1118,178.7551,2139823,2024-03-01 13:30:00
2024-03-01 13:45:00,178.7551,178.8699,178.6205,178.8699,1327891,2024-03-01 13:45:00
2024-03-01 14:00:00,178.8649,179.4883,178.8499,179.3587,2012585,2024-03-01 14:00:00
2024-03-01 14:15:00,179.3686,179.7676,179.3187,179.7477,2188642,2024-03-01 14:15:00
2024-03-01 14:30:00,179.7477,179.7526,179.2988,179.4895,1635987,2024-03-01 14:30:00
2024-03-01 14:45:00,179.4983,179.6379,179.4484,179.5531,1413905,2024-03-01 14:45:00
2024-03-01 15:00:00,179.5531,179.5581,179.1692,179.3287,1846493,2024-03-01 15:00:00
2024-03-01 15:15:00,179.3237,179.3462,179.0993,179.2290,1637341,2024-03-01 15:15:00
2024-03-01 15:30:00,179.2290,179.2888,178.9646,179.1990,2012083,2024-03-01 15:30:00
2024-03-01 15:45:00,179.1891,179.3487,179.0993,179.1791,3860127,2024-03-01 15:45:00
2024-03-01 16:00:00,179.1891,183.9371,178.8998,178.9796,11786868,2024-03-01 16:00:00
2024-03-01 16:15:00,178.9896,179.2090,178.8599,178.8599,30412,2024-03-01 16:15:00
2024-03-01 16:30:00,178.8898,179.2639,178.6404,178.7402,176597,2024-03-01 16:30:00
2024-03-01 16:45:00,178.7402,181.2009,171.1418,178.5906,896421,2024-03-01 16:45:00
2024-03-01 17:00:00,178.6005,178.6504,178.5806,178.6354,17346,2024-03-01 17:00:00
2024-03-01 17:15:00,178.6205,179.3048,178.5906,178.6255,10333,2024-03-01 17:15:00
2024-03-01 17:30:00,178.6105,179.2090,178.6105,178.6205,257534,2024-03-01 17:30:00
2024-03-01 17:45:00,178.6205,178.6205,178.5906,178.6105,15417,2024-03-01 17:45:00
2024-03-01 18:00:00,178.6005,178.7003,178.5906,178.6704,9565,2024-03-01 18:00:00
2024-03-01 18:15:00,178.6704,178.7003,178.6604,178.6903,8406,2024-03-01 18:15:00
2024-03-01 18:30:00,178.6605,178.7003,178.6305,178.6504,5510,2024-03-01 18:30:00
2024-03-01 18:45:00,178.6504,178.6704,178.5606,178.5906,14823,2024-03-01 18:45:00
2024-03-01 19:00:00,178.5806,178.5906,178.5507,178.5706,7980,2024-03-01 19:00:00
2024-03-01 19:15:00,178.5606,178.5806,178.5207,178.5357,8491,2024-03-01 19:15:00
2024-03-01 19:30:00,178.5507,178.6704,178.5008,178.6205,9253,2024-03-01 19:30:00
2024-03-01 19:45:00,178.6005,178.6205,178.5507,178.5806,18521,2024-03-01 19:45:00
2024-03-04 04:00:00,179.4783,179.4783,178.4310,178.6205,25597,2024-03-04 04:00:00
2024-03-04 04:15:00,178.6205,178.6205,178.0320,178.0519,14113,2024-03-04 04:15:00
2024-03-04 04:30:00,178.0419,178.2514,178.0419,178.2414,8063,2024-03-04 04:30:00
2024-03-04 04:45:00,178.2414,178.2913,178.1118,178.1217,8917,2024-03-04 04:45:00
2024-03-04 05:00:00,178.1417,178.1716,178.1118,178.1118,6315,2024-03-04 05:00:00
2024-03-04 05:15:00,178.1118,178.1417,177.9821,177.9821,11400,2024-03-04 05:15:00
2024-03-04 05:30:00,178.0020,178.1018,177.9821,178.0818,5462,2024-03-04 05:30:00
2024-03-04 05:45:00,178.0719,178.2215,178.0519,178.1816,11430,2024-03-04 05:45:00
2024-03-04 06:00:00,178.1716,178.1716,177.7427,177.7527,15180,2024-03-04 06:00:00
2024-03-04 06:15:00,177.7626,177.9522,177.7227,177.8125,7729,2024-03-04 06:15:00
2024-03-04 06:30:00,177.8225,177.9422,177.8025,177.9123,6741,2024-03-04 06:30:00
2024-03-04 06:45:00,177.9023,178.0519,177.8624,178.0419,11394,2024-03-04 06:45:00
2024-03-04 07:00:00,178.0320,178.0918,177.4235,177.5033,104167,2024-03-04 07:00:00
2024-03-04 07:15:00,177.5033,177.5432,177.3836,177.4833,37212,2024-03-04 07:15:00
2024-03-04 07:30:00,177.5033,177.5432,177.0744,177.0844,59717,2024-03-04 07:30:00
2024-03-04 07:45:00,177.0844,177.1043,176.2564,176.2864,146136,2024-03-04 07:45:00
2024-03-04 08:00:00,177.8025,179.2090,176.1866,176.8549,410698,2024-03-04 08:00:00
2024-03-04 08:15:00,176.8649,177.0544,176.2866,176.3263,151758,2024-03-04 08:15:00
2024-03-04 08:30:00,176.3063,179.2090,176.2165,176.6554,137068,2024-03-04 08:30:00
2024-03-04 08:45:00,176.6554,176.6953,176.3362,176.3662,106701,2024-03-04 08:45:00
2024-03-04 09:00:00,176.3612,177.1442,176.3462,176.8051,178175,2024-03-04 09:00:00
2024-03-04 09:15:00,176.8051,177.0345,175.2190,175.6978,454462,2024-03-04 09:15:00
2024-03-04 09:30:00,175.7078,176.4559,174.7702,174.8051,8370153,2024-03-04 09:30:00
2024-03-04 09:45:00,174.8001,175.0994,174.1817,174.5308,5505200,2024-03-04 09:45:00
2024-03-04 10:00:00,174.5208,175.4874,173.8126,174.1418,4479819,2024-03-04 10:00:00
2024-03-04 10:15:00,174.1467,175.4285,173.4934,173.7527,3779429,2024-03-04 10:15:00
2024-03-04 10:30:00,173.7527,174.0520,173.4635,173.9312,3209599,2024-03-04 10:30:00
2024-03-04 10:45:00,173.9223,174.5507,173.8326,174.3911,2796737,2024-03-04 10:45:00
2024-03-04 11:00:00,174.3961,175.4535,174.1266,174.1517,2165437,2024-03-04 11:00:00
2024-03-04 11:15:00,174.1441,174.5807,173.9922,174.3762,2318379,2024-03-04 11:15:00
2024-03-04 11:30:00,174.3812,174.5657,174.0719,174.0869,2070117,2024-03-04 11:30:00
2024-03-04 11:45:00,174.0819,174.0874,173.6630,173.6830,2118867,2024-03-04 11:45:00
2024-03-04 12:00:00,173.6741,173.8824,173.5732,173.8026,2252475,2024-03-04 12:00:00
2024-03-04 12:15:00,173.8026,174.2615,173.7228,174.1886,1743518,2024-03-04 12:15:00
2024-03-04 12:30:00,174.1916,174.2415,173.6655,173.6879,1707746,2024-03-04 12:30:00
2024-03-04 12:45:00,173.6952,173.9472,173.5832,173.6131,1662071,2024-03-04 12:45:00
2024-03-04 13:00:00,173.6131,173.6529,173.3537,173.4535,2667858,2024-03-04 13:00:00
2024-03-04 13:15:00,173.4585,173.6430,173.4035,173.4675,1806593,2024-03-04 13:15:00
2024-03-04 13:30:00,173.4635,173.9018,173.3537,173.8748,1858608,2024-03-04 13:30:00
2024-03-04 13:45:00,173.8774,174.0669,173.7528,173.7677,1536085,2024-03-04 13:45:00
2024-03-04 14:00:00,173.7627,174.0781,173.5433,173.7188,1731266,2024-03-04 14:00:00
2024-03-04 14:15:00,173.7138,174.0171,173.7029,173.9024,1534527,2024-03-04 14:15:00
2024-03-04 14:30:00,173.9123,175.2041,173.9123,175.1391,2939039,2024-03-04 14:30:00
2024-03-04 14:45:00,175.1343,175.1891,174.8699,174.8849,2004831,2024-03-04 14:45:00
2024-03-04 15:00:00,174.8849,174.9896,174.6804,174.9248,1595499,2024-03-04 15:00:00
2024-03-04 15:15:00,174.9248,175.0295,174.5707,174.9996,1802693,2024-03-04 15:15:00
2024-03-04 15:30:00,175.0046,175.0594,174.6206,174.6795,2073246,2024-03-04 15:30:00
2024-03-04 15:45:00,174.6737,174.8201,174.5108,174.6505,4950101,2024-03-04 15:45:00
2024-03-04 16:00:00,174.6106,174.7602,174.2313,174.6605,11787376,2024-03-04 16:00:00
2024-03-04 16:15:00,174.6605,174.6804,174.5607,174.6006,65528,2024-03-04 16:15:00
2024-03-04 16:30:00,174.5906,181.2489,174.4410,174.4809,182792,2024-03-04 16:30:00
2024-03-04 16:45:00,174.4909,174.6605,174.4510,174.5408,219129,2024-03-04 16:45:00
2024-03-04 17:00:00,174.5408,174.6605,174.5308,174.5507,16365,2024-03-04 17:00:00
2024-03-04 17:15:00,174.5408,174.6605,174.5108,174.5308,1044134,2024-03-04 17:15:00
2024-03-04 17:30:00,174.5408,181.2853,174.4909,174.4909,8618,2024-03-04 17:30:00
2024-03-04 17:45:00,174.5408,174.5507,174.4709,174.5108,9833,2024-03-04 17:45:00
2024-03-04 18:00:00,174.5108,178.6861,170.1859,174.4410,16378,2024-03-04 18:00:00
2024-03-04 18:15:00,174.4310,176.8580,170.6381,174.3662,20767,2024-03-04 18:15:00
2024-03-04 18:30:00,174.3612,174.4011,174.2016,174.2515,11966,2024-03-04 18:30:00
2024-03-04 18:45:00,174.1916,174.2615,174.1617,174.2016,15366,2024-03-04 18:45:00
2024-03-04 19:00:00,174.2016,174.2515,174.0620,174.1617,9017,2024-03-04 19:00:00
2024-03-04 19:15:00,174.1617,174.2315,174.0719,174.1517,12230,2024-03-04 19:15:00
2024-03-04 19:30:00,174.1617,174.1916,174.0620,174.1118,11294,2024-03-04 19:30:00
2024-03-04 19:45:00,174.0919,174.1898,174.0620,174.1667,21611,2024-03-04 19:45:00
2024-03-05 04:00:00,172.5358,173.7727,171.7179,171.8775,55509,2024-03-05 04:00:00
2024-03-05 04:15:00,171.8775,172.1069,171.7578,172.0171,16693,2024-03-05 04:15:00
2024-03-05 04:30:00,171.9972,172.0770,171.8675,171.9672,19340,2024-03-05 04:30:00
2024-03-05 04:45:00,171.9573,172.0670,171.8276,172.0670,16976,2024-03-05 04:45:00
2024-03-05 05:00:00,172.0570,172.1169,171.8974,171.9174,19004,2024-03-05 05:00:00
2024-03-05 05:15:00,171.9174,172.0670,171.8775,172.0171,9807,2024-03-05 05:15:00
2024-03-05 05:30:00,171.9972,172.0670,171.9872,171.9972,8234,2024-03-05 05:30:00
2024-03-05 05:45:00,172.0071,172.1069,171.9872,171.9972,12391,2024-03-05 05:45:00
2024-03-05 06:00:00,172.0071,172.0071,171.8775,171.9174,6668,2024-03-05 06:00:00
2024-03-05 06:15:00,171.8874,172.0071,171.8675,171.9772,9356,2024-03-05 06:15:00
2024-03-05 06:30:00,171.9772,172.0470,171.3887,171.4485,38145,2024-03-05 06:30:00
2024-03-05 06:45:00,171.4485,171.5184,171.1992,171.3787,52079,2024-03-05 06:45:00
2024-03-05 07:00:00,171.3687,171.8076,171.1692,171.3588,93358,2024-03-05 07:00:00
2024-03-05 07:15:00,171.3588,171.3687,170.9797,171.2690,87919,2024-03-05 07:15:00
2024-03-05 07:30:00,171.2690,171.2889,170.6505,170.6605,74243,2024-03-05 07:30:00
2024-03-05 07:45:00,170.6705,171.0695,170.5508,170.5907,160514,2024-03-05 07:45:00
2024-03-05 08:00:00,171.7677,174.6605,170.5009,171.0096,496536,2024-03-05 08:00:00
2024-03-05 08:15:00,170.9697,174.6605,170.3513,170.6206,212420,2024-03-05 08:15:00
2024-03-05 08:30:00,170.6555,170.9797,170.5707,170.6456,173451,2024-03-05 08:30:00
2024-03-05 08:45:00,170.6456,170.8201,170.5707,170.7702,122983,2024-03-05 08:45:00
2024-03-05 09:00:00,170.7902,174.6605,170.4311,170.8201,201981,2024-03-05 09:00:00
2024-03-05 09:15:00,170.8201,171.0695,170.0620,170.3712,481986,2024-03-05 09:15:00
2024-03-05 09:30:00,170.3313,171.6081,169.7728,170.2315,10760464,2024-03-05 09:30:00
2024-03-05 09:45:00,170.2216,170.4012,169.6431,170.0570,5641301,2024-03-05 09:45:00
